StandardisedTraitName,StandardisedTraitValue,StandardisedTraitUnit,AmbientTemp,AmbientTempUnit,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConTrophic,ConThermy,ConTemp,ConTempUnit,Citation,DOI
Specific Growth Rate,0.00022608,s^-1,46.4221,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,46.4221,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00039934,s^-1,49.6064,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,49.6064,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00028675,s^-1,51.6013,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,51.6013,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00048596,s^-1,51.6104,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,51.6104,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00053766,s^-1,51.6127,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,51.6127,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00077185,s^-1,51.6234,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,51.6234,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00050569,s^-1,53.0818,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,53.0818,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00068056,s^-1,53.0898,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,53.0898,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00054671,s^-1,54.0837,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,54.0837,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00051316,s^-1,57.4939,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,57.4939,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00062568,s^-1,57.6167,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,57.6167,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00072605,s^-1,57.5625,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,57.5625,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00074421,s^-1,60.5633,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,60.5633,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00047961,s^-1,60.4924,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,60.4924,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00047349,s^-1,61.6098,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,61.6098,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,0.00046126,s^-1,63.8445,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,63.8445,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,1.89E-06,s^-1,67.9413,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,67.9413,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Specific Growth Rate,1.84E-06,s^-1,69.6471,Celsius,NA,NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus,NA,ectotherm,69.6471,Celsius,"2015, Narjes Mtimet and Cl??ment Trunet and Anne-Gabrielle Mathot and Laurent Venaille and Ivan Legu??rinel and Louis Coroller and Olivier Couvert, 'Modeling the behavior of Geobacillus stearothermophilus ATCC 12980 throughout its life cycle as vegetative cells or spores using growth boundaries'. Food Microbiology, 48,pp153-162",10.1016/j.fm.2014.10.013
Nitrogen Removal Rate,1.68E-06,Kg N / m^3 / s,3.92077,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,3.92077,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,4.37E-06,Kg N / m^3 / s,15.02,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,15.02,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,9.19E-06,Kg N / m^3 / s,25.0693,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,25.0693,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,1.34E-05,Kg N / m^3 / s,30.1431,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,30.1431,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,1.86E-05,Kg N / m^3 / s,35.1396,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,35.1396,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,2.00E-05,Kg N / m^3 / s,40.0373,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,40.0373,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,1.14E-05,Kg N / m^3 / s,45.0522,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,45.0522,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,9.68E-06,Kg N / m^3 / s,50.1802,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,50.1802,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Nitrogen Removal Rate,1.22E-06,Kg N / m^3 / s,55.1143,Celsius,NA,NA,Bacteria,Planctomycetes,Planctomycetia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,sinica,NA,ectotherm,55.1143,Celsius,"2011, M. Oshiki and M. Shimokawa and N. Fujii and H. Satoh and S. Okabe, 'Physiological characteristics of the anaerobic ammonium-oxidizing bacterium 'Candidatus Brocadia sinica''. Microbiology, 157(6),pp1706-1713",10.1099/mic.0.048595-0
Specific Growth Rate,1.04E-05,s^-1,49.9158,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,49.9158,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,1.62E-05,s^-1,54.7158,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,54.7158,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,2.40E-05,s^-1,59.2632,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,59.2632,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,3.22E-05,s^-1,63.8105,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,63.8105,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,3.61E-05,s^-1,68.3579,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,68.3579,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,5.09E-05,s^-1,72.8211,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,72.8211,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,5.69E-05,s^-1,77.2,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,77.2,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,6.77E-05,s^-1,81.4947,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,81.4947,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,5.08E-05,s^-1,85.8737,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,85.8737,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,0,s^-1,90.0842,Celsius,NA,NA,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,thermophilus,NA,ectotherm,90.0842,Celsius,"2014, Aditi Swarup and Jing Lu and Kathleen C. DeWoody and Maciek R. Antoniewicz, 'Metabolic network reconstruction, growth characterization and 13C-metabolic flux analysis of the extremophile Thermus thermophilus HB8'. Metabolic Engineering, 24,pp173-180",10.1016/j.ymben.2014.05.013
Specific Growth Rate,7.20E-07,s^-1,80.1462,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,80.1462,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,2.80E-07,s^-1,85.1082,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,85.1082,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,2.93E-05,s^-1,90.1275,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,90.1275,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,0.00011591,s^-1,95.115,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,95.115,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,0.00017336,s^-1,100.094,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,100.094,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,0.00019342,s^-1,105.111,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,105.111,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,0.00015306,s^-1,110.158,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,110.158,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,8.72E-05,s^-1,113.107,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,113.107,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,4.55E-05,s^-1,116.013,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,116.013,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,2.13E-05,s^-1,119.12,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,119.12,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,1.66E-05,s^-1,120.967,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,120.967,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,1.48E-05,s^-1,122.037,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,122.037,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,2.20E-06,s^-1,122.13,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,122.13,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
Specific Growth Rate,1.43E-06,s^-1,80.2437,Celsius,-25.31,70.04,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,NA,ectotherm,80.2437,Celsius,"2008, K. Takai and K. Nakamura and T. Toki and U. Tsunogai and M. Miyazaki and J. Miyazaki and H. Hirayama and S. Nakagawa and T. Nunoura and K. Horikoshi, 'Cell proliferation at 122? C and isotopically heavy CH4 production by a hyperthermophilic methanogen under high-pressure cultivation'. Proceedings of the National Academy of Sciences, 105(31),pp10949-10954",10.1073/pnas.0712334105
