isolate.code,genus,species,name,group,environment,temperature,r,bv
2,Chlamydomonas,,Chlamydomonas ,Greens,marine,4,0.23,2.191245447
2,Chlamydomonas,,Chlamydomonas ,Greens,marine,6,0.39,2.191245447
2,Chlamydomonas,,Chlamydomonas ,Greens,marine,9,0.4,2.191245447
2,Chlamydomonas,,Chlamydomonas ,Greens,marine,14,0.26,2.191245447
2,Chlamydomonas,,Chlamydomonas ,Greens,marine,20,0.19,2.191245447
2,Chlamydomonas,,Chlamydomonas ,Greens,marine,30,0.05,2.191245447
4,Navicula,,Navicula ,Diatoms,marine,4,0.34,2.753261
4,Navicula,,Navicula ,Diatoms,marine,6,0.26,2.753261
4,Navicula,,Navicula ,Diatoms,marine,9,0.23,2.753261
4,Navicula,,Navicula ,Diatoms,marine,14,0.27,2.753261
4,Navicula,,Navicula ,Diatoms,marine,20,0.25,2.753261
4,Navicula,,Navicula ,Diatoms,marine,30,0.17,2.753261
6,Chaetoceros,,Chaetoceros ,Diatoms,marine,1,0.308,2.187126
6,Chaetoceros,,Chaetoceros ,Diatoms,marine,1,0.308,2.187126
6,Chaetoceros,,Chaetoceros ,Diatoms,marine,3,0.406,2.187126
6,Chaetoceros,,Chaetoceros ,Diatoms,marine,3,0.406,2.187126
6,Chaetoceros,,Chaetoceros ,Diatoms,marine,5,0.462,2.187126
6,Chaetoceros,,Chaetoceros ,Diatoms,marine,5,0.462,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,2,0.39,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,2,0.39,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,2,0.39,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,2,0.39,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,3,0.284190344,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,5,0.436682724,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,5,0.546,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,5,0.591,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,5,0.828,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,5,0.876,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,7,0.450545667,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,7,0.549,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,7,0.691,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,7,0.806,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,7,0.829,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,10,0.450545667,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,10,0.494,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,10,0.699,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,10,0.732,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,10,0.747,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,13,0.33,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,13,0.732,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,13,0.747,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,15,0.322,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,15,0.725,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,15,0.762,2.187126
7,Chaetoceros,deflandrei,Chaetoceros deflandrei,Diatoms,marine,15,0.79,2.187126
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,0,0.171,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,0,0.243,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,0,0.261,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,0,0.298,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,2,0.181,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,2,0.208,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,2,0.236,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,2,0.268,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,4,0.241,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,4,0.251,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,4,0.34,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,4,0.375,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,6,0.127,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,6,0.129,5.283301229
8,Corethron,pennatum,Corethron pennatum,Diatoms,marine,6,0.151,5.283301229
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,0,0.449,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,0,0.649,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,0,0.709,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,0,0.779,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,3,0.456,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,3,0.571,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,3,0.649,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,3,0.709,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,5,0.501,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,5,0.674,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,5,0.779,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,5,0.852,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,7,0.271,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,7,0.516,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,7,0.551,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,7,0.672,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,9,0.276,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,9,0.536,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,9,0.569,1.780811529
9,Fragilariopsis,cylindrus,Fragilariopsis cylindrus,Diatoms,marine,9,0.672,1.780811529
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,0,0.312,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,0,0.502,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,0,0.545,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,0,0.562,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,3,0.173286795,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,3,0.51,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,3,0.564,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,3,0.579,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,3,0.631,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,4,0.547,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,4,0.606,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,4,0.71,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,4,0.78,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,5,0.332710647,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,7,0.295,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,7,0.319,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,7,0.364,3.113943352
10,Fragilariopsis,kerguelensis,Fragilariopsis kerguelensis,Diatoms,marine,7,0.458,3.113943352
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,1,0.298,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,1,0.323,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,1,0.428,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,1,0.481,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,3,0.311916231,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,3,0.413,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,3,0.613,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,3,0.71,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,3,0.728,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,5,0.304984759,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,5,0.46,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,5,0.59,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,5,0.67,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,5,0.67,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,7,0.304984759,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,7,0.322,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,7,0.444,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,7,0.494,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,7,0.494,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,8,0.26,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,8,0.33,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,8,0.355,3.142389466
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,Diatoms,marine,8,0.39,3.142389466
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,1,0.495,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,1,0.6,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,1,0.766,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,1,0.801,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,4,0.53,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,4,0.617,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,4,0.774,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,4,0.846,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,7,0.408,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,7,0.425,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,7,0.453,4.944457996
12,Stellarima,microtrias,Stellarima microtrias,Diatoms,marine,7,0.478,4.944457996
13,Synedra,,Synedra ,Diatoms,marine,1,0.303,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,1,0.407,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,1,0.442,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,1,0.494,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,5,0.387,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,5,0.519,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,5,0.529,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,5,0.561,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,7,0.37,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,7,0.397,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,7,0.414,2.918924067
13,Synedra,,Synedra ,Diatoms,marine,7,0.432,2.918924067
20,Thalassiosira,curviseriata,Thalassiosira curviseriata,Diatoms,marine,5,0.65,2.552668216
20,Thalassiosira,curviseriata,Thalassiosira curviseriata,Diatoms,marine,10,0.96,2.552668216
20,Thalassiosira,curviseriata,Thalassiosira curviseriata,Diatoms,marine,15,1.5,2.552668216
20,Thalassiosira,curviseriata,Thalassiosira curviseriata,Diatoms,marine,20,1.93,2.552668216
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,18,0.24329466,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,18,0.255078162,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,23,0.353505062,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,23,0.371526889,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.565608099,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.604424341,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,35,0.503224853,2.15399188
21,Anabaena,,Anabaena ,Cyanobacteria,freshwater,35,0.527485004,2.15399188
22,Chlorella,,Chlorella ,Greens,freshwater,18,0.213489332,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,18,0.506690589,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,23,0.416581456,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,23,0.822765703,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,28,0.38608298,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,28,0.879603772,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,35,0.20170583,2.013915739
22,Chlorella,,Chlorella ,Greens,freshwater,35,0.632150229,2.013915739
25,Alexandrium,minutum,Alexandrium minutum,Dinoflagellates,marine,12,0.10327893,3.483757194
25,Alexandrium,minutum,Alexandrium minutum,Dinoflagellates,marine,16,0.266861665,3.483757194
25,Alexandrium,minutum,Alexandrium minutum,Dinoflagellates,marine,20,0.301519024,3.483757194
25,Alexandrium,minutum,Alexandrium minutum,Dinoflagellates,marine,25,0.289042374,3.483757194
27,Aphanizomenon,ovalisporum,Aphanizomenon ovalisporum,Cyanobacteria,freshwater,20,0.08,1.824714867
27,Aphanizomenon,ovalisporum,Aphanizomenon ovalisporum,Cyanobacteria,freshwater,26,0.21,1.824714867
27,Aphanizomenon,ovalisporum,Aphanizomenon ovalisporum,Cyanobacteria,freshwater,30,0.2,1.824714867
28,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,13,0.296,3.192244052
28,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,16,0.324,3.192244052
28,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,19,0.488,3.192244052
28,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,22,0.565,3.192244052
28,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,25,0.711,3.192244052
28,Cyclotella,meneghiniana,Cyclotella meneghiniana,Diatoms,freshwater,28,0.438,3.192244052
29,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,15,0.162,1.560880567
29,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,20,0.289,1.560880567
29,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,25,0.42,1.560880567
29,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,30,0.423,1.560880567
29,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,35,0.354,1.560880567
29,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,40,0.033,1.560880567
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,13.5,0.013,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,15,0.055,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,16,0.10327893,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,17,0.071,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,17.5,0.107,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,19,0.139,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.175,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.250919279,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,21,0.225,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,21.5,0.232,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,22.5,0.239,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,24,0.264,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,24,0.389548715,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,25.5,0.268,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,27,0.279,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,28,0.275,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,28,0.62937764,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,28.5,0.303,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30,0.264,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30.5,0.311,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,31.5,0.267,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,32,0.682056826,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,32.5,0.261,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,34,0.274,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,34.5,0.261,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,35.5,0.264,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,36,0.533723329,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,37,0.185,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,37.5,0.117,1.484755387
31,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,40,0.111,1.484755387
35,Chaetoceros,,Chaetoceros ,Diatoms,marine,25,0.74,2.187126
35,Chaetoceros,,Chaetoceros ,Diatoms,marine,27,0.84,2.187126
35,Chaetoceros,,Chaetoceros ,Diatoms,marine,30,0.87,2.187126
35,Chaetoceros,,Chaetoceros ,Diatoms,marine,33,0.76,2.187126
35,Chaetoceros,,Chaetoceros ,Diatoms,marine,35,0.78,2.187126
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,18,0.079,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,18,0.081,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,18,0.089,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,18,0.11,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,20,0.121,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,20,0.13,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,20,0.14,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,20,0.15,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,22,0.16,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,22,0.17,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,22,0.19,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,22,0.21,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.26,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.28,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.29,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.3,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,24,0.424,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,26,0.27,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,26,0.29,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,26,0.3,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,26,0.33,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,26,0.516,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,28,0.28,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,28,0.29,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,28,0.29,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,28,0.31,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,28,0.594,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,31,0.527,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,32,0.21,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,32,0.24,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,32,0.25,2.361727836
37,Trichodesmium,erythraeum,Trichodesmium erythraeum,Cyanobacteria,marine,32,0.26,2.361727836
40,Cylindrotheca,closterium,Cylindrotheca closterium,Diatoms,marine,20,0.38,2.317370266
40,Cylindrotheca,closterium,Cylindrotheca closterium,Diatoms,marine,25,0.38,2.317370266
40,Cylindrotheca,closterium,Cylindrotheca closterium,Diatoms,marine,30,0.31,2.317370266
40,Cylindrotheca,closterium,Cylindrotheca closterium,Diatoms,marine,35,0.08,2.317370266
41,Nitzschia,paleacea,Nitzschia paleacea,Diatoms,marine,10,0.2,2.135083697
41,Nitzschia,paleacea,Nitzschia paleacea,Diatoms,marine,15,0.38,2.135083697
41,Nitzschia,paleacea,Nitzschia paleacea,Diatoms,marine,20,0.34,2.135083697
41,Nitzschia,paleacea,Nitzschia paleacea,Diatoms,marine,25,0.35,2.135083697
46,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,15,0.144,1.560880567
46,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,20,0.316,1.560880567
46,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,25,0.436,1.560880567
46,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,30,0.431,1.560880567
46,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,35,0.397,1.560880567
46,Cylindrospermopsis,raciborskii,Cylindrospermopsis raciborskii,Cyanobacteria,freshwater,40,0.064,1.560880567
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,13,0.083177662,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,16,1.178350207,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,19,1.109035489,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,23,1.524923797,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,25,2.079441542,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,28,1.802182669,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,31,1.663553233,2.42023403
49,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,33.5,1.375897153,2.42023403
50,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,17,0.207944154,2.42023403
50,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,21,1.039720771,2.42023403
50,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,24,1.109035489,2.42023403
50,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,27,0.831776617,2.42023403
50,Skeletonema,tropicum,Skeletonema tropicum,Diatoms,marine,31,1.663553233,2.42023403
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,8,0.07624619,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,11,0.492134498,3.188600414
51,Asterionellopsis,glacialis,Asterionellopsis glacialis,Diatoms,marine,12.5,0.554517744,3.188600414
