isolate.code,genus,species,name,group,environment,temperature,r,bv
354,Anabaena,,Anabaena ,Cyanobacteria,freshwater,19,0.517,2.15399188
354,Anabaena,,Anabaena ,Cyanobacteria,freshwater,21,0.444,2.15399188
354,Anabaena,,Anabaena ,Cyanobacteria,freshwater,23,0.409,2.15399188
354,Anabaena,,Anabaena ,Cyanobacteria,freshwater,25,0.392,2.15399188
354,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.375,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,10,0.177,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,13,0.319,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,16,0.422,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,19,0.509,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,21,0.56,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,23,0.733,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,25,0.698,2.15399188
355,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.711,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,10,0.246,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,13,0.444,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,16,0.612,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,19,0.634,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,21,0.776,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,23,0.793,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,25,0.69,2.15399188
356,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.672,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,10,0.28,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,13,0.332,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,16,0.332,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,19,0.362,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,21,0.44,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,23,0.47,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,25,0.496,2.15399188
357,Anabaena,,Anabaena ,Cyanobacteria,freshwater,28,0.496,2.15399188
361,Chaetoceros,,Chaetoceros ,Diatoms,marine,0,0.518,2.187126
361,Chaetoceros,,Chaetoceros ,Diatoms,marine,2,0.444,2.187126
361,Chaetoceros,,Chaetoceros ,Diatoms,marine,5,0.576,2.187126
361,Chaetoceros,,Chaetoceros ,Diatoms,marine,10,0.352,2.187126
362,Nitzschia,frigida,Nitzschia frigida,Diatoms,marine,-1.8,0.368,2.857690576
362,Nitzschia,frigida,Nitzschia frigida,Diatoms,marine,0,0.316,2.857690576
362,Nitzschia,frigida,Nitzschia frigida,Diatoms,marine,2,0.421,2.857690576
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,17,0.283,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,18,0.285,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,19,0.326,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,21,0.36,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,22,0.49,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,23,0.54,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,24,0.575,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,25,0.623,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,26,0.587,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,27,0.609,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,28,0.471,-0.886056648
364,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,29,0.332,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,17,0.166,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,18,0.166,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,19,0.227,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,22,0.366,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,23,0.401,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,24,0.443,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,25,0.498,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,26,0.435,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,27,0.471,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,28,0.429,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,29,0.435,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,30,0.449,-0.886056648
365,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,31,0.429,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,11,0.099,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,13,0.194,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,14,0.212,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,15,0.242,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,18,0.271,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,19,0.33,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,24,0.46,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,25,0.464,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,26,0.424,-0.886056648
366,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,28,0.282,-0.886056648
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,20,0.255,3.483757194
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,20,0.263,3.483757194
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,20,0.336,3.483757194
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,25,0.599,3.483757194
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,25,0.643,3.483757194
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,31,0.57,3.483757194
367,Alexandrium,monilatum,Alexandrium monilatum,Dinoflagellates,marine,31,0.653,3.483757194
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,14,0.177,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,16,0.272,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,18,0.309,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,22,0.432,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,23,0.468,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,24,0.486,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,25,0.473,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,26,0.42,-0.886056648
368,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,27,0.364,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,18,0.212,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,19,0.267,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,20,0.17,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,22,0.352,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,23,0.369,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,24,0.3,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,24,0.393,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,25,0.424,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,26,0.448,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,27,0.448,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,28,0.472,-0.886056648
369,Prochlorococcus,marinus,Prochlorococcus marinus,Cyanobacteria,marine,29,0.381,-0.886056648
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,5,0.216,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,9,0.332710647,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,9,0.458863434,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,10,0.461,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,12.5,0.487975615,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,12.5,0.528178152,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,15,0.484,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,15,0.587788809,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,15,0.76939337,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,20,0.585,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,20,0.963474581,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,20,1.011994884,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,25,0.835,6.96744304
370,Coscinodiscus,wailesii,Coscinodiscus wailesii,Diatoms,marine,30,0.36,6.96744304
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,14,0.022,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,15,0.057,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,16,0.083,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,17,0.104,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,19,0.136,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,20,0.196,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,21,0.188,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,22,0.201,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,23,0.258,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,23.5,0.253,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,24.5,0.285,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,25.5,0.257,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,27,0.257,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,28,0.253,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,29,0.286,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,29.5,0.258,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,30.5,0.275,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,31.5,0.286,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,33,0.257,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,34,0.24,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,35,0.244,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,36,0.166,1.484755387
371,Microcystis,aeruginosa,Microcystis aeruginosa,Cyanobacteria,freshwater,37,0.192,1.484755387
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,2,0.232,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,4,0.272,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,6,0.317,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,7.5,0.327,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,9.5,0.373,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,11,0.463,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,12.5,0.454,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,14,0.418,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,15.5,0.463,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,16.5,0.474,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,18,0.466,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,19.5,0.415,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,21,0.348,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,22.5,0.299,2.972396723
372,Scripsiella,trochoidea,Scripsiella trochoidea,Dinoflagellates,marine,23.5,0.08,2.972396723
373,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,13,0.238,1.824714867
373,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,18,0.336,1.824714867
373,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,24,0.686,1.824714867
373,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,28,0.742,1.824714867
373,Aphanizomenon,flos-aquae,Aphanizomenon flos-aquae,Cyanobacteria,freshwater,31,0.658,1.824714867
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,12,0.091,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,13,0.148,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,14.5,0.148,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,15.5,0.195,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,16.5,0.188,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,18.5,0.245,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,19.5,0.212,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,20.5,0.255,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,21,0.252,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,22,0.264,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,23,0.284,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,24,0.292,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,25.5,0.277,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,26.5,0.31,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,27.5,0.288,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,28.5,0.288,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,29,0.314,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,30.5,0.31,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,31.5,0.291,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,32.5,0.309,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,33,0.312,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,34,0.263,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,36,0.158,-0.179533824
374,Aphanocapsa,incerta,Aphanocapsa incerta,Cyanobacteria,freshwater,36.5,0.047,-0.179533824
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,8,0.133,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,11.5,0.346,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,12.5,0.411,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,13,0.577,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,13.5,0.457,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,17,0.891,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,18,0.827,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,19,1.003,2.53612308
375,Asterionella,formosa,Asterionella formosa,Diatoms,freshwater,20,1.05,2.53612308
376,Chlorella,,Chlorella ,Greens,freshwater,15,0.196,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,15,0.21,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,15,0.252,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,21,0.252,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,21,0.714,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,21,0.728,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,27,0.574,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,27,0.854,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,27,0.98,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,33,0.392,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,33,0.616,2.013915739
376,Chlorella,,Chlorella ,Greens,freshwater,33,0.63,2.013915739
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.071,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.109,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.111,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.213,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.217,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.255,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.258,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,10,0.261,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.032,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.111,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.135,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.182,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.186,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.217,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.245,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.248,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.273,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.291,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.311,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.331,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.337,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.342,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.359,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,15,0.361,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.17,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.191,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.206,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.234,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.243,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.331,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.332,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.333,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.378,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.379,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.392,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.395,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.411,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.444,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,20,0.459,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.219,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.225,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.318,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.337,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.358,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.395,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.418,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.427,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.429,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.431,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.445,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.463,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,25,0.466,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.112,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.251,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.255,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.325,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.331,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.395,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.438,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.444,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.458,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.478,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.48,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.486,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.488,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.494,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.502,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,30,0.506,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.153,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.178,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.188,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.289,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.301,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.387,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.389,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.416,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.419,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.424,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.432,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.448,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.448,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.449,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.481,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,35,0.485,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,40,0.197,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,40,0.274,1.900448191
377,Chlorella,vulgaris,Chlorella vulgaris,Greens,freshwater,40,0.295,1.900448191
