Reference,Group,Genus,Species,ID,Habitat,Volume,Temperature,Growth
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,28,2.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,28,2.04
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,31,1.88
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,31,1.96
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,31,1.91
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,32.5,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,32.5,1.62
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,32.5,1.62
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,34,0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,34,0.38
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,34,0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,7,0.22
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,7,0.19
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,7,0.22
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,13,0.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,13,0.5
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,19,1.18
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,19,1.14
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,19,1.04
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,25,1.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,25,1.65
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,25,1.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,28,2.47
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,28,2.59
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,28,2.43
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,31,1.5
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,31,1.64
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,31,1.72
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,32.5,1.18
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,32.5,0.64
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,32.5,0.9
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,34,-0.88
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,34,-1.39
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRK-1,Freshwater,318581,34,-0.97
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,7,0.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,7,0.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,7,0.14
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,13,0.65
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,13,0.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,13,0.63
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,19,1.11
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,19,1.06
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,19,1.1
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,25,2.06
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,25,1.95
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,25,2.05
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,28,2.41
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,28,2.6
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,28,2.35
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,31,1.82
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,31,1.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,31,1.78
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,32.5,1.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,32.5,1.62
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,32.5,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,34,-0.57
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,34,-0.08
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,POE-1,Freshwater,318581,34,-0.04
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,7,0.18
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,7,0.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,7,0.25
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,13,0.49
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,13,0.5
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,13,0.47
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,19,1.06
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,19,0.84
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,19,0.96
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,25,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,25,1.71
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,25,1.63
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,28,1.93
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,28,2.01
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,28,2.04
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,31,1.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,31,1.38
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,31,1.6
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,32.5,0.97
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,32.5,0.99
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,32.5,1
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,34,-1.03
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,34,-2.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,IT-1,Freshwater,318581,34,-3.25
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,7,0.22
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,7,0.26
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,7,0.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,13,0.51
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,13,0.56
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,13,0.59
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,19,1.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,19,1.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,19,1.21
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,25,1.98
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,25,2.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,25,1.93
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,28,2.48
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,28,2.47
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,28,2.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,31,1.66
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,31,1.95
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,31,1.76
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,32.5,1.43
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,32.5,1.38
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,32.5,1.49
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,34,-0.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,34,-0.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,FVC-2A,Freshwater,318581,34,-0.34
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,7,0.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,7,0.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,7,0.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,13,0.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,13,0.46
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,13,0.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,19,1.09
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,19,1.05
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,19,1.01
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,25,2.05
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,25,1.54
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,25,1.84
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,28,2.45
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,28,2.54
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,28,2.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,31,2.3
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,31,2.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,31,2.19
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,32.5,1.99
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,32.5,2.03
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,32.5,2
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,34,0.85
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,34,0.85
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,34,0.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,35.5,-0.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,35.5,-0.41
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GRL-1,Freshwater,318581,35.5,-0.51
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,7,0.23
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,7,0.22
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,7,0.3
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,13,0.59
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,13,0.65
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,13,0.62
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,19,0.93
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,19,0.98
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,19,1.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,25,1.74
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,25,1.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,25,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,28,2.36
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,28,2.37
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,28,2.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,31,1.53
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,31,1.57
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,31,1.57
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,32.5,0.23
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,32.5,0.23
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,32.5,0.12
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,34,-1.34
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,34,-1.98
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,ESH-2,Freshwater,318581,34,-1.44
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,7,-0.58
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,7,-0.46
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,7,-0.33
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,13,0.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,13,0.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,13,0.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,19,1.06
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,19,1.18
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,19,0.95
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,25,2.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,25,2.06
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,25,1.85
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,28,2.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,28,2.97
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,28,2.77
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,31,2.36
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,31,2.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,31,2.37
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,32.5,2.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,32.5,2.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,32.5,2
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,34,1.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,34,1.21
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,34,1.3
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,35.5,-0.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,35.5,-0.04
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INL-1,Freshwater,318581,35.5,-0.38
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,7,-0.41
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,7,-0.2
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,7,-0.35
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,13,0.55
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,13,0.56
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,13,0.47
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,19,1.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,19,1.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,19,1.25
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,25,2.08
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,25,2.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,25,1.78
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,28,2.76
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,28,2.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,28,2.78
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,31,2.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,31,2.97
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,31,3.21
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,32.5,2.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,32.5,2.94
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,32.5,2.94
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,34,2.46
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,34,2.6
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,34,2.74
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,35.5,1.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,35.5,1.39
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INP-3,Freshwater,318581,35.5,1.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,13,0.12
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,13,0.07
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,13,0.01
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,19,1.09
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,19,1.11
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,19,1.22
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,25,2.08
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,25,1.84
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,25,2.11
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,28,2.05
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,28,2.54
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,28,2.3
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,31,2.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,31,2.37
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,31,2.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,32.5,2.66
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,32.5,2.21
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,32.5,2.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,34,1.59
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,34,1.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,34,1.95
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,35.5,-0.2
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,35.5,-0.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,INK-1,Freshwater,318581,35.5,-0.12
Li et al. 2011,Ciliates,Condylostoma,Condylostoma spatiosum,CB,Marine,2292000,12,0.1605
Li et al. 2011,Ciliates,Condylostoma,Condylostoma spatiosum,CB,Marine,2127600,15,0.3145
Li et al. 2011,Ciliates,Condylostoma,Condylostoma spatiosum,CB,Marine,1963200,18,0.452
Li et al. 2011,Ciliates,Condylostoma,Condylostoma spatiosum,CB,Marine,1990600,21,0.65
Li et al. 2011,Ciliates,Condylostoma,Condylostoma spatiosum,CB,Marine,1360400,24,0.694
Li et al. 2010,Ciliates,Condylostoma,Condylostoma spatiosum,HHH,Marine,2000000,15,0.291
Li et al. 2010,Ciliates,Condylostoma,Condylostoma spatiosum,HHH,Marine,2000000,20,0.432
Li et al. 2010,Ciliates,Condylostoma,Condylostoma spatiosum,HHH,Marine,2000000,25,0.692
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,12,0
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,12,-1.63
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,12,0
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,16,0
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,16,0.251
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,16,0
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,20,0.985
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,20,0.871
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,20,0.24
Luhring and DeLong 2016,Ciliates,Paramecium ,Paramecium aurelia ,HHG,Freshwater,253998,24,1.405
