Reference,Group,Genus,Species,ID,Habitat,Volume,Temperature,Growth
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,137229,5,-0.18
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,137229,5,-0.26
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,137229,5,-0.18
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,186656,8.4,0.42
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,186656,8.4,0.32
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,186656,8.4,0.09
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,186656,8.4,0.27
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,186656,8.4,0.37
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,186656,8.4,0.09
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,224724,10,0.24
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,224724,10,0.39
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,224724,10,0.37
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,224724,10,0.37
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,224724,10,0.5
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,224724,10,0.46
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,214593,11.6,0.61
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,214593,11.6,0.74
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,214593,11.6,0.65
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,214593,11.6,0.5
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,214593,11.6,0.6
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,214593,11.6,0.63
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,173455,13.3,0.75
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,173455,13.3,0.6
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,173455,13.3,0.24
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,173455,13.3,0.61
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,173455,13.3,0.51
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,164552,15,0.76
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,164552,15,0.73
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,164552,15,0.72
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,164552,15,0.9
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,164552,15,0.82
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,164552,15,0.69
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,130782,19,0.69
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,130782,19,0.9
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,130782,19,0.83
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,130782,19,0.88
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,130782,19,0.9
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,130782,19,0.89
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,119730,22,0
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,119730,22,-0.05
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,119730,22,0.2
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,119730,22,-0.05
Montagnes and Lessard 1999,Ciliates,Strombidinopsis,Strombidinopsis multiauris,BX,Marine,119730,22,0.29
Stoecker et al. 1983,Ciliates,Favella,Favella sp.,BY,Marine,321437,7,0.384
Stoecker et al. 1983,Ciliates,Favella,Favella sp.,BY,Marine,321437,15,0.984
Stoecker et al. 1983,Ciliates,Favella,Favella sp.,BY,Marine,321437,20,1.392
Stoecker et al. 1983,Ciliates,Balanion,Balanion sp.,BZ,Marine,18230,7,1.536
Stoecker et al. 1983,Ciliates,Balanion,Balanion sp.,BZ,Marine,18230,10,1.392
Stoecker et al. 1983,Ciliates,Balanion,Balanion sp.,BZ,Marine,18230,15,2.376
Stoecker et al. 1983,Ciliates,Balanion,Balanion sp.,BZ,Marine,18230,20,2.88
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,7,0.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,7,0.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,7,0.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,13,0.74
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,13,0.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,13,0.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,19,1.11
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,19,1.03
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,19,1.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,25,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,25,1.84
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,25,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,28,2.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,28,2.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,28,2.4
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,31,1.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,31,1.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,31,1.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,32.5,-0.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,32.5,-0.61
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,NOE-1,Freshwater,318581,32.5,-0.77
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,7,0.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,7,0.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,7,0.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,13,0.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,13,0.78
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,13,0.66
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,19,1.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,19,1.14
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,19,1.14
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,25,1.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,25,1.82
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,25,1.61
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,28,2.35
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,28,2.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,28,2.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,31,1.48
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,31,1.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,31,1.8
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,32.5,1.41
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,32.5,1.35
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,32.5,1.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,34,-0.4
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,34,-0.12
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWL-1A,Freshwater,318581,34,-0.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,7,0.38
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,7,0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,7,0.37
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,13,0.79
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,13,0.79
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,13,0.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,19,1.1
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,19,1.18
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,19,1.12
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,25,1.89
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,25,1.8
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,25,1.53
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,28,2.11
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,28,2.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,28,1.95
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,31,1.63
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,31,1.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,31,1.83
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,32.5,-1.96
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,32.5,-1.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,SWV-2A,Freshwater,318581,32.5,-0.61
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,7,0.35
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,7,0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,7,0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,13,0.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,13,0.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,19,1.08
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,19,1.08
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,19,0.86
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,25,1.44
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,25,1.62
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,25,1.54
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,28,2.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,28,2.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,28,2.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,31,1.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,31,1.52
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,31,1.59
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,32.5,1.14
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,32.5,1.1
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,32.5,1.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,34,-1.01
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,34,-0.57
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GLA-1,Freshwater,318581,34,-0.49
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,7,0.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,7,0.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,7,0.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,13,0.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,13,0.81
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,19,1.16
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,19,1.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,19,1.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,25,1.95
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,25,1.79
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,25,1.85
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,28,2.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,28,2.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,28,2.34
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,31,1.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,31,1.67
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,31,1.61
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,32.5,1.33
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,32.5,1.23
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,32.5,1.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,34,-0.15
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,34,-0.07
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GPL-3,Freshwater,318581,34,-0.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,7,0.3
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,7,0.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,7,0.28
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,13,0.66
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,13,0.64
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,19,1.23
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,19,1.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,19,1.19
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,25,1.9
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,25,1.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,25,1.63
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,28,2.38
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,28,2.49
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,28,2.55
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,31,2.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,31,1.92
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,31,1.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,32.5,1.4
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,32.5,1.34
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,32.5,1.36
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,34,0
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,34,0.08
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1A,Freshwater,318581,34,0.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,7,0.23
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,7,0.18
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,7,0.24
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,13,0.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,13,0.7
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,13,0.72
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,19,1.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,19,1.35
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,19,1.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,25,1.96
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,25,1.79
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,25,1.82
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,28,2.5
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,28,2.53
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,28,2.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,31,2.13
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,31,2.02
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,31,2.12
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,32.5,1.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,32.5,1.63
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,32.5,1.67
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,34,0.26
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,34,0.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-1B,Freshwater,318581,34,0.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,7,0.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,7,0.27
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,7,0.26
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,13,0.73
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,13,0.65
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,19,1.17
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,19,1.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,19,1.12
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,25,1.93
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,25,1.92
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,25,1.8
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,28,2.29
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,28,2.51
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,28,2.21
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,31,1.68
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,31,1.86
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,31,2.07
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,32.5,1.06
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,32.5,1.19
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,32.5,0.98
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,34,-0.42
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,34,-0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-2,Freshwater,318581,34,-0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,7,0.32
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,7,0.3
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,7,0.31
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,13,0.75
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,13,0.69
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,19,1.36
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,19,1.26
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,19,1.05
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,25,2.22
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,25,1.74
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,25,1.94
Krenek et al. 2012,Ciliates,Paramecium ,Paramecium caudatum,GMA-3,Freshwater,318581,28,2.19
